0,1,2,3,4,5,6,7,8,9,10
whipped/sour cream,whole milk,oil,,,,,,,,
beef,hamburger meat,,,,,,,,,
berries,whipped/sour cream,other vegetables,other vegetables,newspapers,,,,,,
frankfurter,whole milk,,,,,,,,,
frozen meals,rolls/buns,chocolate,shopping bags,,,,,,,
yogurt,yogurt,other vegetables,sliced cheese,,,,,,,
rolls/buns,pork,,,,,,,,,
root vegetables,berries,other vegetables,hygiene articles,white bread,whipped/sour cream,,,,,
beverages,condensed milk,,,,,,,,,
root vegetables,female sanitary products,,,,,,,,,
whole milk,flower (seeds),,,,,,,,,
bottled beer,yogurt,,,,,,,,,
grapes,canned beer,frozen dessert,sugar,detergent,,,,,,
beef,pastry,,,,,,,,,
frankfurter,long life bakery product,,,,,,,,,
pot plants,whipped/sour cream,,,,,,,,,
root vegetables,whipped/sour cream,shopping bags,,,,,,,,
whole milk,coffee,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
canned beer,chocolate marshmallow,,,,,,,,,
tropical fruit,artif. sweetener,,,,,,,,,
tropical fruit,house keeping products,,,,,,,,,
soda,semi-finished bread,coffee,,,,,,,,
cat food,coffee,,,,,,,,,
frozen potato products,detergent,,,,,,,,,
other vegetables,beverages,,,,,,,,,
turkey,flour,,,,,,,,,
ham,citrus fruit,cling film/bags,,,,,,,,
tropical fruit,soft cheese,,,,,,,,,
pastry,grapes,,,,,,,,,
napkins,butter milk,cat food,shopping bags,,,,,,,
other vegetables,whole milk,,,,,,,,,
beef,whole milk,chewing gum,,,,,,,,
frozen potato products,whole milk,,,,,,,,,
whole milk,chocolate,pickled vegetables,,,,,,,,
bottled beer,root vegetables,pip fruit,other vegetables,dessert,rolls/buns,shopping bags,,,,
whole milk,chocolate,,,,,,,,,
flour,brown bread,,,,,,,,,
sausage,dessert,,,,,,,,,
chicken,tropical fruit,,,,,,,,,
cat food,bottled beer,beef,brown bread,margarine,rolls/buns,,,,,
napkins,tropical fruit,yogurt,sugar,,,,,,,
root vegetables,citrus fruit,,,,,,,,,
rolls/buns,canned vegetables,,,,,,,,,
sausage,beef,salty snack,,,,,,,,
baking powder,soda,beverages,,,,,,,,
soda,shopping bags,,,,,,,,,
soda,rolls/buns,,,,,,,,,
whole milk,pastry,,,,,,,,,
soda,other vegetables,bottled water,white bread,frozen meals,onions,bottled beer,margarine,,,
ham,rolls/buns,canned fish,shopping bags,,,,,,,
sausage,white wine,,,,,,,,,
other vegetables,semi-finished bread,,,,,,,,,
pip fruit,artif. sweetener,hygiene articles,,,,,,,,
frankfurter,salty snack,,,,,,,,,
roll products ,butter milk,,,,,,,,,
pork,bottled water,pastry,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
chocolate,beef,,,,,,,,,
sausage,curd,,,,,,,,,
pip fruit,butter,,,,,,,,,
rolls/buns,tropical fruit,,,,,,,,,
meat,fruit/vegetable juice,long life bakery product,bottled water,,,,,,,
bottled beer,other vegetables,waffles,,,,,,,,
tropical fruit,snack products,,,,,,,,,
bottled beer,frozen meals,,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
root vegetables,pastry,,,,,,,,,
rolls/buns,canned beer,,,,,,,,,
chocolate,soda,,,,,,,,,
salt,ice cream,yogurt,canned beer,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
tropical fruit,candy,salt,,,,,,,,
curd,whipped/sour cream,,,,,,,,,
ice cream,white wine,soups,instant coffee,,,,,,,
frozen vegetables,whipped/sour cream,,,,,,,,,
whole milk,newspapers,soda,whipped/sour cream,,,,,,,
canned beer,whipped/sour cream,pastry,,,,,,,,
whole milk,newspapers,,,,,,,,,
butter milk,other vegetables,,,,,,,,,
yogurt,long life bakery product,newspapers,,,,,,,,
citrus fruit,candy,,,,,,,,,
yogurt,chocolate,,,,,,,,,
citrus fruit,soda,,,,,,,,,
whipped/sour cream,hygiene articles,,,,,,,,,
ham,yogurt,hard cheese,rolls/buns,,,,,,,
candy,specialty cheese,,,,,,,,,
beef,female sanitary products,,,,,,,,,
salt,canned beer,roll products ,,,,,,,,
waffles,brown bread,,,,,,,,,
whole milk,liquor (appetizer),,,,,,,,,
chocolate,rolls/buns,,,,,,,,,
margarine,bathroom cleaner,,,,,,,,,
flour,dessert,,,,,,,,,
whole milk,pip fruit,whipped/sour cream,,,,,,,,
bottled water,dental care,,,,,,,,,
canned beer,sugar,,,,,,,,,
rolls/buns,specialty bar,,,,,,,,,
finished products,whipped/sour cream,,,,,,,,,
sausage,packaged fruit/vegetables,curd,fruit/vegetable juice,,,,,,,
condensed milk,fruit/vegetable juice,white wine,specialty fat,,,,,,,
tropical fruit,whole milk,soda,curd,,,,,,,
sausage,yogurt,,,,,,,,,
whole milk,grapes,,,,,,,,,
root vegetables,salt,,,,,,,,,
pork,pip fruit,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
chocolate,whole milk,,,,,,,,,
domestic eggs,other vegetables,soda,,,,,,,,
shopping bags,other vegetables,coffee,,,,,,,,
newspapers,butter,long life bakery product,,,,,,,,
root vegetables,herbs,cream cheese ,,,,,,,,
Instant food products,yogurt,,,,,,,,,
sausage,pork,sugar,,,,,,,,
canned fish,canned fish,,,,,,,,,
pet care,dog food,,,,,,,,,
root vegetables,butter milk,,,,,,,,,
herbs,canned beer,,,,,,,,,
ham,sugar,,,,,,,,,
tropical fruit,condensed milk,,,,,,,,,
canned beer,meat,,,,,,,,,
brandy,whole milk,,,,,,,,,
waffles,yogurt,,,,,,,,,
whipped/sour cream,whole milk,,,,,,,,,
cat food,rolls/buns,,,,,,,,,
beef,specialty chocolate,,,,,,,,,
sausage,specialty chocolate,bottled water,baking powder,,,,,,,
whole milk,rolls/buns,,,,,,,,,
sausage,canned beer,,,,,,,,,
sausage,margarine,margarine,,,,,,,,
pork,tropical fruit,,,,,,,,,
sausage,curd,margarine,,,,,,,,
pip fruit,newspapers,root vegetables,,,,,,,,
soda,bottled beer,baking powder,,,,,,,,
bottled water,chocolate,,,,,,,,,
tropical fruit,cooking chocolate,,,,,,,,,
pip fruit,candy,,,,,,,,,
brown bread,pasta,,,,,,,,,
rolls/buns,cake bar,,,,,,,,,
yogurt,root vegetables,,,,,,,,,
yogurt,pip fruit,,,,,,,,,
whole milk,red/blush wine,shopping bags,cream cheese ,canned beer,,,,,,
whole milk,rolls/buns,jam,red/blush wine,,,,,,,
ham,citrus fruit,,,,,,,,,
frankfurter,pip fruit,pip fruit,whole milk,candy,,,,,,
whole milk,organic products,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
soda,spread cheese,,,,,,,,,
pork,cream cheese ,,,,,,,,,
beef,frankfurter,canned beer,pip fruit,brown bread,frozen vegetables,newspapers,misc. beverages,,,
ice cream,whipped/sour cream,,,,,,,,,
soda,hygiene articles,grapes,pudding powder,butter milk,butter,,,,,
whole milk,detergent,,,,,,,,,
sausage,fruit/vegetable juice,whole milk,curd,,,,,,,
whipped/sour cream,other vegetables,shopping bags,,,,,,,,
packaged fruit/vegetables,pet care,,,,,,,,,
whole milk,pot plants,,,,,,,,,
beef,butter,chocolate,frozen meals,napkins,margarine,,,,,
red/blush wine,cream cheese ,,,,,,,,,
sliced cheese,pasta,,,,,,,,,
baking powder,baking powder,mustard,,,,,,,,
chocolate,UHT-milk,sliced cheese,,,,,,,,
whole milk,rolls/buns,instant coffee,,,,,,,,
sausage,oil,cream cheese ,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
pip fruit,UHT-milk,shopping bags,,,,,,,,
UHT-milk,roll products ,salt,,,,,,,,
beef,candy,,,,,,,,,
whole milk,bottled water,,,,,,,,,
chicken,whole milk,snack products,,,,,,,,
beverages,pastry,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
coffee,hamburger meat,,,,,,,,,
pork,other vegetables,shopping bags,,,,,,,,
rolls/buns,soda,other vegetables,pip fruit,,,,,,,
rolls/buns,butter,,,,,,,,,
pickled vegetables,canned beer,,,,,,,,,
processed cheese,roll products ,,,,,,,,,
sausage,yogurt,,,,,,,,,
misc. beverages,yogurt,,,,,,,,,
dessert,whipped/sour cream,,,,,,,,,
frankfurter,whole milk,other vegetables,,,,,,,,
rolls/buns,hygiene articles,fruit/vegetable juice,,,,,,,,
rolls/buns,other vegetables,curd,spread cheese,candles,,,,,,
tidbits,cream cheese ,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
root vegetables,long life bakery product,,,,,,,,,
soda,root vegetables,semi-finished bread,,,,,,,,
grapes,other vegetables,,,,,,,,,
citrus fruit,beef,,,,,,,,,
sausage,pork,butter,whole milk,fruit/vegetable juice,,,,,,
butter,sauces,,,,,,,,,
other vegetables,fruit/vegetable juice,,,,,,,,,
sausage,soda,,,,,,,,,
bottled beer,instant coffee,,,,,,,,,
zwieback,salty snack,,,,,,,,,
tropical fruit,sausage,,,,,,,,,
beef,bottled water,,,,,,,,,
whole milk,whole milk,,,,,,,,,
tropical fruit,beef,curd,rolls/buns,whipped/sour cream,whole milk,candles,cake bar,flour,,
chicken,cling film/bags,,,,,,,,,
dishes,oil,,,,,,,,,
domestic eggs,frozen vegetables,,,,,,,,,
specialty cheese,bottled water,,,,,,,,,
organic sausage,rolls/buns,,,,,,,,,
specialty bar,roll products ,Instant food products,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
root vegetables,onions,,,,,,,,,
tropical fruit,spread cheese,,,,,,,,,
pip fruit,whole milk,tropical fruit,,,,,,,,
chocolate,domestic eggs,,,,,,,,,
cat food,whole milk,,,,,,,,,
whole milk,long life bakery product,,,,,,,,,
cooking chocolate,oil,,,,,,,,,
soda,frankfurter,butter,whole milk,,,,,,,
citrus fruit,syrup,,,,,,,,,
fruit/vegetable juice,margarine,,,,,,,,,
pip fruit,chewing gum,yogurt,,,,,,,,
root vegetables,packaged fruit/vegetables,,,,,,,,,
whole milk,sparkling wine,,,,,,,,,
root vegetables,frozen potato products,onions,UHT-milk,,,,,,,
berries,pip fruit,,,,,,,,,
whipped/sour cream,soda,white bread,snack products,,,,,,,
pip fruit,soda,detergent,,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
cake bar,bottled beer,,,,,,,,,
whole milk,domestic eggs,,,,,,,,,
pork,ham,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
beverages,bottled water,,,,,,,,,
rolls/buns,ice cream,,,,,,,,,
long life bakery product,rolls/buns,UHT-milk,bottled water,,,,,,,
baking powder,beef,,,,,,,,,
bottled beer,other vegetables,root vegetables,cream cheese ,waffles,rolls/buns,,,,,
whole milk,citrus fruit,long life bakery product,salty snack,chocolate,,,,,,
beverages,other vegetables,,,,,,,,,
sausage,curd,yogurt,,,,,,,,
other vegetables,oil,,,,,,,,,
soda,salt,sauces,curd,sugar,margarine,,,,,
beef,pet care,,,,,,,,,
butter,ice cream,,,,,,,,,
sausage,butter milk,beverages,,,,,,,,
rolls/buns,tidbits,margarine,,,,,,,,
other vegetables,processed cheese,,,,,,,,,
pork,bottled beer,,,,,,,,,
shopping bags,whole milk,,,,,,,,,
bottled beer,canned beer,fruit/vegetable juice,,,,,,,,
frankfurter,sliced cheese,,,,,,,,,
UHT-milk,soda,,,,,,,,,
tropical fruit,bottled water,dishes,,,,,,,,
whole milk,pastry,,,,,,,,,
yogurt,dog food,,,,,,,,,
whipped/sour cream,shopping bags,pasta,,,,,,,,
frozen potato products,frozen vegetables,,,,,,,,,
frankfurter,chocolate,,,,,,,,,
tropical fruit,pip fruit,,,,,,,,,
sausage,cake bar,,,,,,,,,
pastry,salty snack,,,,,,,,,
margarine,shopping bags,pickled vegetables,rolls/buns,,,,,,,
oil,frozen potato products,,,,,,,,,
sausage,citrus fruit,,,,,,,,,
sausage,spread cheese,specialty bar,soda,,,,,,,
coffee,sauces,,,,,,,,,
cat food,ham,whipped/sour cream,canned beer,,,,,,,
pastry,dishes,waffles,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
sausage,hygiene articles,,,,,,,,,
whipped/sour cream,brown bread,,,,,,,,,
pork,tropical fruit,whole milk,chewing gum,,,,,,,
curd,hygiene articles,,,,,,,,,
grapes,root vegetables,,,,,,,,,
specialty cheese,napkins,,,,,,,,,
pork,beef,beef,bottled water,salty snack,flour,instant coffee,,,,
dessert,cream cheese ,,,,,,,,,
chicken,white bread,,,,,,,,,
packaged fruit/vegetables,rolls/buns,root vegetables,napkins,soft cheese,,,,,,
root vegetables,salty snack,,,,,,,,,
whole milk,whole milk,,,,,,,,,
pip fruit,fruit/vegetable juice,,,,,,,,,
pip fruit,whipped/sour cream,,,,,,,,,
packaged fruit/vegetables,cat food,dental care,,,,,,,,
yogurt,long life bakery product,onions,hygiene articles,sugar,,,,,,
pork,frozen meals,,,,,,,,,
yogurt,pet care,,,,,,,,,
whole milk,sugar,,,,,,,,,
long life bakery product,yogurt,,,,,,,,,
white wine,specialty cheese,,,,,,,,,
meat,other vegetables,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
citrus fruit,soap,,,,,,,,,
specialty chocolate,butter milk,,,,,,,,,
tropical fruit,bottled water,whipped/sour cream,,,,,,,,
sausage,dessert,,,,,,,,,
pork,white bread,,,,,,,,,
whipped/sour cream,sausage,root vegetables,soda,,,,,,,
yogurt,coffee,,,,,,,,,
hamburger meat,sausage,tropical fruit,other vegetables,white bread,bottled water,spread cheese,sugar,,,
cream cheese ,other vegetables,,,,,,,,,
rolls/buns,pip fruit,,,,,,,,,
chicken,root vegetables,yogurt,,,,,,,,
cereals,sugar,,,,,,,,,
hamburger meat,bottled beer,,,,,,,,,
frankfurter,UHT-milk,fruit/vegetable juice,,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
cat food,yogurt,bottled beer,pastry,,,,,,,
rolls/buns,long life bakery product,,,,,,,,,
meat spreads,ketchup,,,,,,,,,
meat,yogurt,,,,,,,,,
tropical fruit,newspapers,specialty chocolate,margarine,,,,,,,
ice cream,grapes,,,,,,,,,
pastry,curd,,,,,,,,,
soft cheese,specialty cheese,,,,,,,,,
sausage,pork,butter milk,canned beer,whole milk,yogurt,rolls/buns,,,,
ham,yogurt,bottled water,,,,,,,,
other vegetables,yogurt,,,,,,,,,
beef,butter,,,,,,,,,
soda,other vegetables,chocolate,,,,,,,,
tea,beverages,,,,,,,,,
root vegetables,waffles,,,,,,,,,
soda,frozen meals,,,,,,,,,
ham,pork,soda,,,,,,,,
chocolate,brown bread,,,,,,,,,
tropical fruit,whole milk,chocolate,,,,,,,,
finished products,bottled beer,,,,,,,,,
pip fruit,soda,brown bread,,,,,,,,
candy,whipped/sour cream,,,,,,,,,
brown bread,hygiene articles,rolls/buns,,,,,,,,
brown bread,yogurt,,,,,,,,,
liquor,brandy,,,,,,,,,
pip fruit,pot plants,,,,,,,,,
yogurt,tropical fruit,mayonnaise,curd,soft cheese,,,,,,
bottled water,berries,other vegetables,rolls/buns,,,,,,,
turkey,herbs,white bread,,,,,,,,
rolls/buns,baby cosmetics,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
pork,packaged fruit/vegetables,pastry,rolls/buns,,,,,,,
shopping bags,hard cheese,yogurt,,,,,,,,
cream cheese ,whipped/sour cream,,,,,,,,,
tropical fruit,ice cream,butter milk,domestic eggs,,,,,,,
canned beer,hygiene articles,,,,,,,,,
frankfurter,ketchup,,,,,,,,,
chicken,white bread,,,,,,,,,
soda,brown bread,,,,,,,,,
frankfurter,UHT-milk,,,,,,,,,
yogurt,margarine,,,,,,,,,
sausage,whipped/sour cream,,,,,,,,,
soda,frozen dessert,canned fish,,,,,,,,
brown bread,frozen dessert,,,,,,,,,
rolls/buns,UHT-milk,,,,,,,,,
newspapers,butter,,,,,,,,,
rolls/buns,detergent,,,,,,,,,
rolls/buns,nuts/prunes,pastry,fruit/vegetable juice,,,,,,,
frankfurter,whole milk,,,,,,,,,
root vegetables,male cosmetics,,,,,,,,,
other vegetables,whole milk,semi-finished bread,,,,,,,,
tea,light bulbs,,,,,,,,,
sausage,pip fruit,tropical fruit,pasta,rolls/buns,beverages,brown bread,,,,
whole milk,citrus fruit,,,,,,,,,
sausage,canned beer,newspapers,tropical fruit,newspapers,,,,,,
citrus fruit,butter,UHT-milk,,,,,,,,
sausage,chicken,margarine,yogurt,,,,,,,
domestic eggs,other vegetables,,,,,,,,,
whole milk,UHT-milk,canned beer,whole milk,coffee,house keeping products,other vegetables,pip fruit,,,
ham,fruit/vegetable juice,chocolate,,,,,,,,
whole milk,curd,,,,,,,,,
ham,frozen meals,,,,,,,,,
whole milk,yogurt,long life bakery product,,,,,,,,
soft cheese,chewing gum,cling film/bags,,,,,,,,
pastry,yogurt,,,,,,,,,
whole milk,processed cheese,curd cheese,,,,,,,,
grapes,shopping bags,artif. sweetener,,,,,,,,
white bread,meat,domestic eggs,roll products ,,,,,,,
canned beer,citrus fruit,rolls/buns,condensed milk,skin care,,,,,,
sausage,frozen meals,,,,,,,,,
bottled water,other vegetables,,,,,,,,,
bottled water,specialty bar,,,,,,,,,
bottled water,chocolate,,,,,,,,,
whole milk,UHT-milk,,,,,,,,,
sausage,domestic eggs,sweet spreads,,,,,,,,
citrus fruit,cream cheese ,waffles,,,,,,,,
chicken,other vegetables,frozen meals,,,,,,,,
frozen fish,bottled beer,,,,,,,,,
processed cheese,mayonnaise,shopping bags,,,,,,,,
waffles,rolls/buns,,,,,,,,,
chicken,butter,curd,flower (seeds),,,,,,,
ham,pastry,,,,,,,,,
meat,sugar,margarine,cat food,,,,,,,
ham,berries,,,,,,,,,
frankfurter,packaged fruit/vegetables,,,,,,,,,
canned beer,citrus fruit,,,,,,,,,
frankfurter,coffee,,,,,,,,,
bottled water,domestic eggs,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
whole milk,soda,yogurt,,,,,,,,
chicken,pip fruit,,,,,,,,,
dessert,mayonnaise,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
hamburger meat,root vegetables,other vegetables,whole milk,,,,,,,
shopping bags,whole milk,,,,,,,,,
root vegetables,white wine,,,,,,,,,
whole milk,canned beer,herbs,bottled beer,,,,,,,
dessert,chocolate,,,,,,,,,
tropical fruit,frozen fish,,,,,,,,,
other vegetables,hygiene articles,,,,,,,,,
whipped/sour cream,hygiene articles,,,,,,,,,
other vegetables,packaged fruit/vegetables,,,,,,,,,
bottled water,onions,root vegetables,grapes,,,,,,,
baking powder,root vegetables,,,,,,,,,
root vegetables,napkins,,,,,,,,,
roll products ,canned vegetables,,,,,,,,,
other vegetables,specialty chocolate,newspapers,,,,,,,,
tropical fruit,whole milk,vinegar,,,,,,,,
pip fruit,root vegetables,root vegetables,beverages,,,,,,,
fruit/vegetable juice,yogurt,rolls/buns,frozen vegetables,,,,,,,
mustard,root vegetables,,,,,,,,,
pastry,shopping bags,,,,,,,,,
sausage,chocolate,,,,,,,,,
beef,meat,,,,,,,,,
liver loaf,fruit/vegetable juice,,,,,,,,,
tropical fruit,brown bread,,,,,,,,,
rice,bottled beer,,,,,,,,,
domestic eggs,domestic eggs,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
soda,chocolate,,,,,,,,,
pip fruit,whole milk,rolls/buns,,,,,,,,
pasta,oil,,,,,,,,,
cat food,canned beer,sliced cheese,dishes,zwieback,,,,,,
berries,candy,,,,,,,,,
chicken,canned beer,frozen vegetables,whipped/sour cream,,,,,,,
yogurt,soda,dessert,,,,,,,,
frankfurter,whole milk,,,,,,,,,
tropical fruit,salty snack,,,,,,,,,
sausage,newspapers,salty snack,soda,,,,,,,
pork,other vegetables,,,,,,,,,
onions,frozen vegetables,curd,,,,,,,,
salty snack,chocolate marshmallow,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
whole milk,berries,,,,,,,,,
pastry,UHT-milk,,,,,,,,,
rolls/buns,liquor (appetizer),,,,,,,,,
whole milk,domestic eggs,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
coffee,other vegetables,candy,whole milk,,,,,,,
brown bread,white wine,,,,,,,,,
other vegetables,coffee,,,,,,,,,
pork,whipped/sour cream,,,,,,,,,
hamburger meat,bottled beer,domestic eggs,,,,,,,,
meat,root vegetables,sliced cheese,,,,,,,,
semi-finished bread,white bread,,,,,,,,,
sausage,pastry,,,,,,,,,
sausage,berries,pasta,,,,,,,,
frankfurter,whipped/sour cream,,,,,,,,,
pork,brown bread,misc. beverages,,,,,,,,
waffles,spread cheese,,,,,,,,,
bottled water,root vegetables,rolls/buns,whole milk,coffee,,,,,,
processed cheese,hygiene articles,,,,,,,,,
rolls/buns,brown bread,canned beer,,,,,,,,
bottled water,yogurt,,,,,,,,,
turkey,packaged fruit/vegetables,frozen vegetables,,,,,,,,
beef,brown bread,,,,,,,,,
shopping bags,shopping bags,,,,,,,,,
root vegetables,fruit/vegetable juice,specialty chocolate,,,,,,,,
whole milk,whole milk,coffee,oil,,,,,,,
other vegetables,whole milk,,,,,,,,,
yogurt,hamburger meat,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
hamburger meat,candy,,,,,,,,,
sausage,pip fruit,,,,,,,,,
sausage,canned beer,whipped/sour cream,,,,,,,,
other vegetables,salty snack,,,,,,,,,
salty snack,liquor,,,,,,,,,
butter,whole milk,,,,,,,,,
UHT-milk,brown bread,,,,,,,,,
liver loaf,rolls/buns,rolls/buns,other vegetables,rolls/buns,packaged fruit/vegetables,flower (seeds),shopping bags,,,
canned beer,UHT-milk,,,,,,,,,
UHT-milk,cream cheese ,cream cheese ,waffles,,,,,,,
rolls/buns,citrus fruit,,,,,,,,,
pip fruit,ice cream,,,,,,,,,
meat,rolls/buns,,,,,,,,,
root vegetables,onions,whole milk,butter,,,,,,,
citrus fruit,sliced cheese,,,,,,,,,
grapes,whole milk,,,,,,,,,
yogurt,whole milk,,,,,,,,,
berries,nut snack,sliced cheese,,,,,,,,
fruit/vegetable juice,long life bakery product,specialty cheese,,,,,,,,
chicken,napkins,other vegetables,newspapers,,,,,,,
tropical fruit,specialty cheese,,,,,,,,,
brown bread,tropical fruit,sugar,,,,,,,,
sausage,bottled beer,,,,,,,,,
root vegetables,brown bread,,,,,,,,,
pork,root vegetables,,,,,,,,,
yogurt,soda,,,,,,,,,
pet care,shopping bags,,,,,,,,,
UHT-milk,whole milk,canned beer,,,,,,,,
canned fish,soda,,,,,,,,,
bottled water,tidbits,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
tropical fruit,UHT-milk,,,,,,,,,
frozen meals,rolls/buns,butter,fruit/vegetable juice,,,,,,,
instant coffee,onions,processed cheese,dental care,,,,,,,
coffee,butter milk,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
whole milk,bottled water,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
berries,cream cheese ,,,,,,,,,
beef,chicken,newspapers,organic products,chocolate,,,,,,
rolls/buns,rum,,,,,,,,,
tropical fruit,bottled water,kitchen towels,processed cheese,,,,,,,
hamburger meat,pastry,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
pot plants,organic products,,,,,,,,,
specialty fat,liquor (appetizer),,,,,,,,,
other vegetables,whole milk,,,,,,,,,
canned beer,whole milk,bottled beer,,,,,,,,
whole milk,bottled water,,,,,,,,,
